Income,RecencyInDays,WinePurchases,FruitPurchases,MeatProductPurchases,FishProductPurchases,SweetProductPurchases,NonFoodPurchases,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,CustomerLifetimeInDays,TotalFoodPurchases
59821,11,629,0,70,0,0,35,6,11,2,7,8,65,2602,699
50002,21,443,5,71,21,16,82,2,8,2,7,7,66,2536,556
69755,23,217,77,373,111,23,93,1,3,6,12,1,75,2429,801
44078,17,24,1,10,2,0,4,2,2,0,3,5,51,2169,37
30560,6,9,1,5,4,5,7,1,1,0,3,7,44,2526,24
35924,56,8,0,14,2,3,7,1,1,0,3,5,51,2257,27
64140,71,1459,0,61,0,15,215,5,2,5,6,5,56,2438,1535
56386,51,230,48,214,13,32,75,8,9,1,7,9,39,2769,537
24594,94,1,3,6,10,0,9,1,1,0,3,5,41,2360,20
75774,27,340,21,134,258,14,56,1,7,5,8,4,39,2217,767
39228,1,7,1,6,0,3,3,1,0,0,3,4,60,2574,17
58494,56,298,7,68,4,0,19,2,6,2,6,6,46,2358,377
58684,71,479,35,179,28,7,85,1,5,3,12,2,39,2172,728
57136,18,267,140,599,34,12,127,1,7,5,7,6,53,2566,1052
56551,48,67,4,32,17,2,16,3,2,1,4,4,70,2212,122
22448,86,3,1,8,23,2,18,3,2,1,3,3,38,2282,37
82014,48,980,37,265,35,163,31,1,3,6,12,6,59,2837,1480
34213,2,50,4,28,6,3,26,3,3,1,2,9,57,2819,91
25358,57,19,0,5,0,0,8,2,1,0,3,6,73,2501,24
35544,77,30,5,23,4,1,4,1,2,0,3,7,42,2272,63
36634,0,213,9,76,4,3,30,3,5,2,5,7,66,2556,305
62670,57,539,30,92,80,46,38,1,5,3,13,3,66,2306,787
50334,24,284,16,160,84,16,134,6,7,4,6,6,48,2499,560
72066,55,1003,34,536,134,51,34,1,4,6,6,2,39,2165,1758
50729,62,239,13,143,45,4,52,9,6,2,7,6,62,2582,444
34916,89,51,23,82,33,0,42,4,5,1,3,9,52,2569,189
64892,77,527,24,230,32,24,65,2,6,4,12,4,44,2190,837
43602,45,19,5,12,10,3,19,3,3,1,2,6,54,2329,49
33996,46,40,2,15,8,0,6,1,1,1,3,4,31,2450,65
41473,80,21,8,20,15,3,9,1,2,0,3,7,35,2534,67
63246,60,593,30,91,29,22,7,1,6,3,12,4,53,2472,765
36732,71,21,5,3,10,1,7,3,1,1,4,2,61,2341,40
69084,43,1181,107,199,39,30,30,2,7,3,13,8,50,2381,1556
77766,97,1004,59,265,115,59,27,2,11,10,11,6,53,2651,1502
37929,49,202,2,46,3,2,10,2,4,2,5,7,35,2493,255
86610,66,446,107,768,33,196,53,1,5,6,6,2,69,2456,1550
80141,20,1184,102,673,52,40,40,1,7,4,10,6,34,2693,2051
72635,54,390,22,323,104,35,107,1,6,8,6,3,65,2550,874
69016,61,726,53,363,123,107,161,4,8,9,13,5,50,2743,1372
20193,18,8,8,22,24,11,9,1,1,1,4,4,29,2737,73
27573,45,50,15,110,39,15,15,4,5,1,4,8,45,2620,229
15862,26,1,1,4,11,9,10,1,1,0,3,8,41,2526,26
49544,0,308,0,73,0,0,23,2,5,1,8,7,44,2661,381
33228,28,22,2,31,7,4,5,1,2,0,3,7,40,2316,66
70440,49,690,117,499,76,102,88,1,5,10,7,3,42,2423,1484
38232,84,43,5,28,7,6,33,4,3,1,3,5,49,2322,89
22554,38,27,0,10,0,0,4,4,2,0,4,5,65,2762,37
23536,53,6,0,3,0,0,1,1,0,0,3,3,37,2184,9
49413,88,205,7,41,3,2,46,2,4,2,5,5,68,2406,258
42231,99,24,0,8,0,1,4,1,1,0,3,5,51,2255,33
78789,12,667,50,850,21,83,83,1,4,6,5,2,40,2849,1671
56534,35,691,7,61,10,0,46,4,10,4,7,8,52,2500,769
58350,5,493,26,206,116,80,80,4,8,3,12,6,49,2700,921
81217,77,493,70,324,146,40,84,1,3,7,11,1,31,2504,1073
49090,45,494,5,82,7,0,100,3,7,2,9,7,69,2504,588
61787,71,621,73,414,78,48,85,1,8,4,6,5,33,2517,1234
18169,40,9,0,5,0,0,7,1,1,0,2,8,35,2654,14
24336,82,1,6,2,8,2,12,1,1,0,2,7,39,2830,19
18222,70,12,4,19,12,6,14,1,2,0,3,8,30,2704,53
62335,87,243,131,217,85,6,26,2,3,3,13,2,68,2561,682
42033,95,11,1,4,2,0,7,1,1,0,2,7,49,2807,18
86580,72,532,21,127,26,20,20,0,4,2,5,1,37,2646,726
41437,5,29,0,2,0,0,1,1,1,0,3,7,63,2804,31
73705,86,612,91,520,258,107,107,2,9,6,8,5,69,2275,1588
61064,80,387,126,342,0,45,180,5,8,4,11,6,44,2826,900
38452,62,56,0,14,0,0,2,3,3,0,3,7,65,2250,70
18358,49,6,8,19,16,4,4,3,3,0,4,7,31,2380,53
55012,85,582,0,65,0,0,13,6,8,2,9,5,47,2259,647
9722,7,6,17,16,6,16,42,4,3,1,3,8,47,2794,61
38175,6,70,6,69,2,3,3,3,3,1,4,7,36,2438,150
58656,25,962,12,194,16,24,12,4,7,8,13,6,64,2806,1208
52117,55,112,10,107,30,0,20,2,5,2,4,7,55,2841,259
64813,81,293,0,124,179,97,52,1,7,2,10,5,42,2337,693
54222,98,199,12,31,3,12,7,1,3,3,5,3,47,2279,257
83512,31,1060,61,835,80,20,101,1,4,7,10,1,34,2171,2056
77520,30,940,44,396,0,88,58,1,8,7,7,4,61,2464,1468
41154,98,44,2,11,2,3,7,1,1,0,4,5,42,2605,62
80398,92,342,51,936,207,35,26,1,5,8,12,3,54,2755,1571
18746,41,2,10,11,12,9,20,2,3,0,3,6,28,2190,44
35196,68,75,12,141,43,39,187,6,6,1,5,8,36,2752,310
60230,78,520,20,367,39,81,40,2,6,3,6,5,64,2564,1027
22108,46,5,3,9,6,2,6,2,2,0,3,7,43,2211,25
44392,71,87,5,71,7,12,29,5,4,1,4,7,46,2456,182
55424,6,462,61,184,10,53,107,4,7,5,9,6,44,2740,770
17688,82,2,2,1,3,1,2,1,1,0,2,8,41,2691,9
92491,71,979,44,935,29,25,22,1,7,5,12,3,37,2583,2012
90273,32,704,129,853,120,74,111,1,5,6,7,2,29,2356,1880
82571,28,861,31,558,62,95,79,0,6,5,13,2,58,2247,1607
38513,20,172,3,115,16,0,18,5,6,1,5,8,38,2311,306
16653,10,5,7,31,15,4,7,3,2,1,3,6,41,2231,62
42586,7,194,2,56,0,0,0,5,4,1,6,8,65,2767,252
23529,67,9,7,13,3,2,20,1,1,1,2,6,55,2697,34
74881,48,505,72,270,36,27,54,4,9,2,12,5,59,2637,910
71107,61,533,10,217,198,174,195,2,7,6,13,4,69,2656,1132
46910,36,48,0,14,0,0,6,2,2,0,3,6,56,2257,62
18690,77,6,1,7,23,4,19,1,1,1,2,8,61,2707,41
37244,90,18,2,10,0,0,25,1,1,1,2,7,65,2587,30
82427,35,482,147,509,104,107,107,1,3,5,12,1,54,2268,1349
75342,38,204,97,97,21,118,26,1,5,2,10,4,62,2578,537
70044,46,1073,0,250,153,14,14,4,7,10,5,5,66,2655,1490
79146,33,245,16,223,21,43,16,2,8,1,8,6,53,2225,548
77437,70,560,21,442,29,44,29,1,4,5,13,1,57,2374,1096
54984,51,173,13,131,32,3,6,4,6,1,6,7,61,2195,352
42403,18,22,1,11,0,5,3,1,1,0,3,8,49,2359,39
55761,97,136,1,12,0,3,32,2,4,1,3,6,56,2225,152
37292,32,275,0,86,10,23,66,5,6,3,5,8,37,2596,394
45576,9,56,19,29,2,14,25,1,3,1,3,8,75,2191,120
70321,6,303,23,751,82,26,191,1,6,5,13,4,73,2688,1185
58086,80,708,7,62,0,0,15,2,11,3,7,8,51,2684,777
81795,74,324,132,693,27,118,88,1,4,11,7,2,68,2770,1294
28389,49,1,5,3,7,4,8,1,1,0,2,7,73,2745,20
66835,21,620,26,195,34,17,141,1,6,4,13,2,74,2433,892
69901,95,312,21,206,102,92,149,3,7,3,10,5,51,2555,733
80360,56,1493,86,454,112,43,43,2,4,4,5,2,71,2642,2188
63342,48,918,21,118,13,10,21,3,8,3,5,6,59,2780,1080
44989,26,98,0,106,49,10,106,5,5,1,5,6,46,2814,263
31859,3,3,4,7,15,8,11,1,1,0,3,7,40,2281,37
51569,39,380,0,47,6,0,34,4,7,1,7,8,71,2661,433
30372,33,15,0,12,7,3,7,3,2,0,3,7,49,2710,37
16014,42,3,9,4,7,8,7,4,1,1,4,3,41,2628,31
41120,80,24,2,23,0,8,24,3,2,1,3,6,52,2394,57
39763,9,80,1,60,4,6,16,2,5,1,2,9,49,2488,151
38725,52,31,0,6,2,1,5,2,1,0,4,4,65,2209,40
77981,78,138,120,204,16,126,60,3,7,4,7,5,48,2558,604
62905,68,166,75,96,119,107,59,3,7,2,8,4,56,2451,563
13533,45,12,3,8,8,0,17,2,2,0,3,7,41,2635,31
59481,47,178,3,85,71,66,58,2,3,3,8,2,45,2408,403
72117,34,707,20,171,65,60,50,1,9,7,9,5,43,2472,1023
21955,81,5,1,7,17,14,11,2,2,1,3,6,34,2454,44
67131,72,465,71,250,93,35,62,3,9,2,12,6,64,2619,914
36802,23,16,1,2,0,0,1,1,1,0,3,5,40,2172,19
71853,29,358,108,413,141,97,32,1,2,8,6,1,38,2576,1117
28249,80,1,9,7,2,14,10,1,2,0,3,6,59,2173,33
47808,30,123,1,26,2,0,72,2,3,2,3,7,45,2411,152
25509,15,40,3,30,10,7,11,3,3,0,3,9,46,2808,90
51012,86,102,9,63,2,9,24,1,4,1,4,6,74,2596,185
70596,68,347,44,534,17,0,26,1,3,5,12,2,35,2791,942
85431,54,376,53,462,168,53,53,1,2,7,7,0,68,2545,1112
42664,44,21,0,3,0,0,0,1,1,0,3,6,53,2262,24
42586,7,194,2,56,0,0,0,5,4,1,6,8,65,2767,252
29760,87,64,4,68,7,5,17,4,3,1,4,8,35,2828,148
28973,59,206,0,46,3,2,12,2,5,1,5,8,43,2783,257
39435,16,71,0,18,0,0,13,1,3,1,2,7,47,2486,89
65370,1,71,22,112,138,89,29,1,2,3,13,1,36,2491,432
20194,64,0,4,7,11,10,15,2,2,0,3,6,41,2718,32
42473,72,93,1,21,0,4,25,3,2,1,4,5,44,2291,119
64590,98,920,138,168,36,46,30,1,9,4,10,6,52,2782,1308
71232,91,653,17,170,34,26,17,2,11,2,10,7,61,2372,900
34600,8,199,33,60,8,3,15,5,5,2,5,8,49,2703,303
46904,20,153,4,56,0,9,31,4,5,1,4,8,53,2762,222
49094,6,376,0,38,11,8,69,5,6,3,6,6,47,2805,433
36075,54,46,0,30,12,1,30,1,2,0,4,6,37,2361,89
60839,72,600,21,128,223,150,128,13,2,2,12,8,41,2829,1122
77298,46,425,115,292,23,35,79,1,6,6,11,3,41,2398,890
34026,11,18,6,15,12,8,17,3,2,1,3,5,70,2487,59
48918,21,52,0,9,0,0,1,2,1,0,4,4,57,2237,61
82122,89,734,22,350,151,25,100,1,3,9,13,1,58,2477,1282
37697,82,34,6,21,11,4,8,1,2,1,3,6,44,2301,76
34074,69,135,1,41,10,1,67,5,3,3,3,6,68,2510,188
28520,55,11,0,10,0,2,20,1,1,1,2,6,60,2539,23
62535,13,163,48,90,0,45,52,1,3,2,8,3,65,2428,346
36273,80,29,3,30,3,2,9,2,3,0,3,6,43,2233,67
63404,97,734,26,70,11,44,17,2,6,3,4,4,56,2182,885
75774,27,340,21,134,258,14,56,1,7,5,8,4,39,2217,767
78416,99,453,38,279,188,38,183,2,7,7,10,3,44,2161,996
75702,87,1073,0,629,145,37,37,1,10,5,13,6,46,2782,1884
59385,85,135,0,10,0,4,36,2,3,1,4,5,69,2586,149
37070,30,231,7,137,4,15,39,9,5,1,8,7,54,2625,394
44689,82,18,0,5,0,0,11,2,1,1,2,7,69,2329,23
53977,21,620,16,165,0,24,82,5,5,5,12,5,62,2545,825
7144,92,81,4,33,5,2,291,0,23,1,1,0,54,2363,125
18701,95,12,4,2,10,6,10,4,2,0,4,5,56,2549,34
90369,2,292,51,981,224,23,17,1,4,6,6,1,64,2221,1571
63159,74,965,34,586,89,86,37,1,3,5,8,3,46,2760,1760
37758,49,27,2,10,0,0,1,2,1,0,3,8,54,2792,39
46757,71,777,30,163,0,51,122,6,4,4,7,9,57,2749,1021
79734,72,572,8,232,23,62,17,1,4,3,6,1,51,2160,897
63207,68,438,169,565,91,169,70,1,2,3,6,7,28,2684,1432
72071,4,531,69,300,150,138,150,3,5,4,8,2,66,2659,1188
21840,80,17,0,9,0,0,1,1,1,0,3,9,37,2502,26
58582,15,402,35,106,101,77,42,2,9,2,9,5,38,2433,721
72282,70,503,27,419,90,139,153,1,5,7,9,7,69,2504,1178
50387,91,369,9,87,12,14,34,3,6,2,8,5,64,2461,491
32583,10,5,0,3,0,0,1,1,1,0,2,7,59,2173,8
62568,99,362,17,398,80,35,61,3,5,3,5,4,58,2242,892
44635,25,56,0,9,0,0,3,2,2,0,3,7,49,2420,65
33316,34,79,1,31,4,4,12,3,2,1,4,6,49,2427,119
63967,57,387,84,141,73,35,162,3,4,4,12,2,52,2483,720
52513,84,367,17,241,104,188,232,2,9,5,9,7,42,2822,917
25293,51,15,0,11,0,2,9,1,1,1,2,8,51,2446,28
54111,97,267,6,54,8,3,50,2,5,2,6,5,55,2467,338
78394,13,298,27,697,216,24,166,1,4,6,5,2,34,2658,1262
80739,92,674,92,736,39,0,92,1,3,11,9,1,62,2561,1541
22669,30,16,14,36,37,22,48,3,4,1,2,9,45,2562,125
29236,30,37,4,24,16,9,9,2,4,0,3,9,33,2423,90
44911,11,159,0,22,2,1,31,3,4,1,4,7,61,2630,184
54693,72,686,17,142,23,26,35,8,6,4,13,6,58,2656,894
48186,39,97,3,66,12,7,34,3,4,1,4,7,46,2260,185
54809,0,63,6,57,13,13,22,4,2,1,5,4,43,2450,152
41580,15,56,5,24,4,0,3,3,2,1,3,5,42,2725,89
80336,12,209,19,456,160,142,66,1,2,9,13,1,50,2452,986
47743,56,198,2,43,0,12,20,3,4,1,6,6,63,2623,255
62972,39,313,15,47,20,0,192,2,7,4,3,6,65,2854,395
57333,55,941,14,397,76,58,176,11,8,5,9,6,66,2804,1486
32313,60,86,4,56,2,4,7,3,4,0,4,9,38,2662,152
84953,73,167,48,602,63,72,72,1,3,10,4,2,67,2550,952
27071,90,8,3,19,0,2,3,2,2,0,3,6,52,2226,32
68148,86,389,66,408,37,57,85,1,4,4,6,2,63,2461,957
65735,37,239,7,119,4,15,11,5,6,2,6,7,55,2363,384
86836,7,179,21,273,0,21,63,1,6,10,6,5,45,2814,494
4023,29,5,0,1,1,1,1,15,0,0,0,19,57,2165,8
30093,19,2,6,28,13,4,16,1,2,0,3,7,30,2515,53
57705,14,383,0,53,6,4,40,3,8,1,6,6,54,2328,446
25008,72,2,8,8,6,1,9,2,1,0,3,8,32,2306,25
83257,56,536,27,590,38,107,67,1,5,10,12,6,25,2808,1298
22280,85,2,1,4,3,1,2,1,1,0,2,8,45,2565,11
72159,62,322,53,899,34,40,53,1,4,6,10,2,42,2767,1348
64260,1,539,169,816,20,0,30,1,4,5,4,3,59,2693,1544
82733,28,712,50,420,65,38,38,1,8,4,7,4,36,2451,1285
74290,70,1121,0,72,0,12,12,4,10,8,10,6,49,2480,1205
58217,84,68,1,13,3,5,13,1,2,0,4,6,69,2748,90
21024,89,36,4,18,6,2,18,1,2,0,4,7,44,2519,66
70116,73,707,44,603,95,58,29,1,2,8,12,1,48,2678,1507
54006,42,174,77,203,6,24,97,2,8,1,7,7,35,2808,484
69063,16,666,35,124,69,8,26,1,5,3,5,3,54,2758,902
11448,16,0,0,0,6,2,6,1,1,0,2,6,45,2355,8
61825,56,162,50,100,55,30,27,1,4,2,8,4,41,2485,397
70886,65,407,70,239,103,88,53,1,5,4,4,2,49,2417,907
69109,10,823,25,459,124,29,95,1,6,6,7,4,38,2756,1460
60208,13,488,23,71,15,0,59,11,8,3,7,7,47,2789,597
32889,78,28,0,13,4,2,8,3,2,1,3,5,52,2455,47
34738,51,3,2,10,3,0,2,1,1,0,3,6,36,2208,18
30538,27,284,0,52,8,3,20,4,9,0,4,10,49,2795,347
82326,30,938,142,754,159,81,183,1,5,10,6,2,43,2270,2074
26642,71,13,2,15,2,2,8,2,2,0,3,6,53,2279,34
69932,97,412,172,153,150,105,57,2,7,6,11,4,56,2541,992
44503,83,31,1,8,0,0,8,2,2,0,3,6,48,2233,40
60200,3,502,19,132,0,6,26,6,6,2,11,6,72,2702,659
49638,71,18,10,3,3,5,0,1,1,0,3,2,68,2230,39
23830,3,1,8,6,4,8,16,1,1,0,3,7,33,2301,27
33051,15,100,71,243,108,94,219,3,9,1,8,9,61,2841,616
72905,52,407,114,445,181,165,203,1,3,7,9,1,62,2318,1312
69702,8,664,9,240,50,19,57,2,7,7,10,4,69,2654,982
70300,89,1045,61,338,60,46,46,3,5,5,13,8,45,2508,1550
70643,66,1218,107,304,23,143,33,1,5,8,4,6,36,2781,1795
30396,22,15,0,6,0,1,12,2,1,1,2,7,51,2219,22
50616,56,128,0,16,0,1,4,2,4,0,4,7,52,2231,145
62772,74,581,49,157,43,8,108,1,5,6,11,2,51,2565,838
30298,48,6,3,12,6,1,0,1,1,1,3,3,35,2200,28
52413,67,185,8,133,56,56,12,2,7,1,7,7,36,2762,438
44155,24,22,1,9,0,0,14,1,1,1,2,4,63,2320,32
86979,67,584,100,835,65,83,35,1,5,5,5,2,49,2393,1667
76532,38,355,30,177,90,138,30,4,9,5,7,5,45,2452,790
42081,86,175,10,110,54,6,27,2,6,3,4,6,38,2647,355
67546,90,864,134,768,150,38,172,1,4,10,5,3,32,2826,1954
88420,87,957,153,612,99,95,153,1,4,7,8,1,31,2217,1916
31158,62,25,6,16,20,0,5,2,2,0,3,8,35,2677,67
61671,23,641,7,56,0,0,28,8,10,4,6,8,52,2185,704
69719,99,273,86,208,177,14,43,1,2,3,5,1,46,2193,758
49160,29,122,21,43,25,10,15,2,3,1,6,6,71,2411,221
24882,52,1,4,10,29,0,36,1,1,1,2,6,42,2817,44
90933,90,1020,31,430,62,63,79,1,4,6,4,1,66,2249,1606
113734,9,6,2,3,1,262,3,0,27,0,0,1,75,2191,274
59292,71,378,14,68,19,14,14,2,3,5,8,3,70,2540,493
45759,13,42,1,18,3,0,4,2,2,0,3,7,56,2650,64
22148,16,15,5,14,0,4,11,1,1,0,3,7,37,2236,38
73395,94,272,7,80,20,7,11,1,4,4,6,2,33,2262,386
29819,77,9,1,24,2,1,2,3,3,0,3,6,49,2407,37
45688,20,279,0,18,0,0,9,2,3,1,8,4,52,2314,297
62820,51,398,61,265,138,61,53,1,3,4,6,1,66,2573,923
60491,81,637,47,237,12,19,76,4,6,11,7,5,49,2455,952
33235,71,45,0,16,2,1,6,1,3,0,3,7,34,2303,64
35701,36,21,1,9,7,3,5,1,1,0,3,6,61,2626,41
31535,95,15,4,13,0,0,19,1,1,1,2,7,40,2435,32
92556,32,493,183,352,184,23,28,0,3,5,13,0,60,2229,1235
67384,32,957,40,175,158,53,107,2,7,8,5,5,50,2755,1383
80573,85,829,138,430,60,92,15,1,4,6,13,2,49,2782,1549
77870,93,1017,50,500,65,50,133,3,5,5,5,8,53,2835,1682
52278,24,953,0,71,0,0,174,6,10,5,10,8,57,2679,1024
57107,44,159,0,120,0,0,137,7,4,4,8,8,52,2833,279
18929,15,32,0,8,23,4,18,1,1,0,4,6,30,2657,67
36038,82,23,0,15,0,2,7,2,3,0,3,6,39,2553,40
20180,27,18,42,24,15,20,18,1,2,1,4,7,44,2653,119
34230,72,15,0,4,0,0,2,1,1,0,2,7,55,2709,19
31878,7,23,4,5,10,5,23,1,1,0,4,3,43,2166,47
70932,57,200,193,100,46,185,185,2,6,2,12,3,48,2320,724
91249,84,1324,27,119,71,108,27,0,7,9,6,4,64,2776,1649
77598,53,1193,33,281,129,66,33,1,7,5,13,3,77,2430,1702
80982,48,505,137,401,104,22,22,3,11,5,11,5,61,2696,1169
22701,2,2,4,9,0,4,5,1,1,0,3,5,43,2456,19
55212,65,1103,0,45,0,0,34,3,4,2,11,8,51,2742,1148
70617,45,353,61,753,40,46,27,1,3,3,7,2,50,2530,1253
64849,42,652,48,350,94,84,108,1,9,3,6,5,63,2752,1228
62694,29,379,6,157,25,91,91,5,9,3,7,7,55,2536,658
61917,83,46,4,36,2,2,1,1,2,0,4,5,46,2380,90
67472,93,162,31,127,8,17,69,2,4,2,7,3,73,2433,345
21059,40,8,3,19,3,3,8,3,3,0,3,6,38,2332,36
29543,47,17,3,18,3,4,18,2,3,1,2,7,52,2248,45
75903,50,340,108,185,130,38,100,2,6,6,9,3,69,2606,801
34984,40,8,4,15,3,5,3,2,1,0,3,7,45,2820,35
54998,3,154,22,202,39,30,8,5,4,2,9,4,64,2635,447
54356,62,710,15,30,20,0,0,3,11,2,8,8,71,2746,775
34242,25,8,2,4,0,0,1,1,0,0,3,5,61,2257,14
25410,48,2,2,4,13,13,4,1,1,0,4,4,47,2461,34
73356,56,1050,14,322,0,14,112,1,5,11,5,2,36,2302,1400
28320,68,19,1,14,3,2,4,1,1,0,3,8,70,2690,39
23763,64,22,0,6,6,2,6,1,1,0,3,7,43,2850,36
72570,67,274,83,216,151,141,224,1,4,6,12,1,36,2224,865
34529,94,68,6,38,3,6,41,2,2,2,3,7,44,2812,121
70792,82,344,45,654,104,11,114,2,3,4,10,3,69,2667,1158
63211,3,145,193,459,205,26,145,2,3,8,7,2,38,2763,1028
83891,24,217,38,350,111,85,15,1,4,7,10,1,46,2168,801
36065,54,18,7,34,10,2,3,3,3,0,3,8,52,2614,71
39898,20,69,8,26,12,7,12,2,3,0,4,7,66,2661,122
51141,96,144,0,7,0,0,6,1,3,1,4,5,80,2515,151
56939,19,256,34,103,90,29,49,2,3,3,10,3,44,2443,512
80872,60,483,72,567,94,12,108,1,4,4,10,1,69,2207,1228
72335,2,1285,105,653,28,21,0,1,10,4,8,8,44,2844,2092
61798,13,338,4,89,11,8,13,1,4,2,9,4,56,2377,450
76842,37,605,10,345,84,54,32,1,1,8,7,0,70,2216,1098
29478,59,8,0,7,3,1,1,1,1,0,3,6,44,2322,19
46998,55,172,41,86,45,6,27,5,5,3,5,7,64,2774,350
96843,60,448,71,951,40,17,17,1,6,11,10,2,30,2591,1527
56551,48,67,4,32,17,2,16,3,2,1,4,4,70,2212,122
70053,38,512,53,98,81,179,89,3,8,5,10,5,55,2520,923
71670,8,1462,16,128,0,0,160,1,5,3,6,6,58,2514,1606
44359,19,20,0,14,7,3,1,3,2,0,4,3,42,2171,44
40887,32,50,4,44,10,10,43,3,3,1,3,9,68,2578,118
48877,27,102,1,15,2,0,24,1,3,0,4,7,54,2334,120
74485,58,499,149,815,173,49,49,1,6,7,12,3,73,2468,1685
64474,59,381,35,172,56,86,93,2,8,2,10,5,48,2409,730
77226,29,631,43,239,128,76,21,2,6,8,12,3,57,2280,1117
72643,60,526,80,553,123,94,53,1,3,10,7,2,71,2646,1376
85738,41,913,26,376,17,26,13,1,3,6,11,1,42,2316,1358
55686,27,673,0,199,37,47,26,2,6,3,5,4,54,2659,956
39062,28,23,0,9,0,0,12,1,1,0,3,4,37,2255,32
34600,8,199,33,60,8,3,15,5,5,2,5,8,49,2703,303
40794,18,261,23,73,4,23,50,2,6,3,5,7,45,2607,384
54690,76,111,16,37,7,9,18,3,3,1,5,3,49,2393,180
4428,0,16,4,12,2,4,321,0,25,0,0,1,51,2426,38
32632,32,63,151,137,153,19,53,2,4,4,8,5,57,2855,523
38236,2,58,0,18,2,0,10,4,3,0,4,7,52,2441,78
36781,16,29,1,17,0,3,13,1,2,1,2,8,41,2239,50
31385,56,3,2,12,0,1,9,1,1,0,2,8,36,2730,18
24570,97,28,34,62,11,14,44,3,4,0,4,9,36,2646,149
25509,15,40,3,30,10,7,11,3,3,0,3,9,46,2808,90
94642,35,879,143,797,106,143,143,0,5,7,9,1,69,2296,2068
58646,3,62,1,44,6,5,22,1,2,1,4,4,58,2543,118
53201,49,280,7,81,20,0,27,8,6,3,5,7,45,2661,388
21994,4,9,0,6,3,1,3,1,0,0,3,5,63,2711,19
57113,45,182,4,33,0,2,42,6,4,1,5,7,42,2667,221
51373,37,83,2,101,64,26,117,1,3,5,3,4,29,2531,276
23477,39,38,15,54,3,8,29,3,3,0,4,8,34,2410,118
58116,38,228,19,130,4,11,51,2,3,3,8,2,64,2236,392
72968,8,1092,37,592,145,37,55,1,5,5,8,3,57,2354,1903
39791,89,85,15,27,13,13,21,2,3,1,4,7,49,2617,153
91712,47,1276,24,746,94,29,48,0,9,7,11,3,73,2414,2169
94472,75,1017,33,417,108,100,16,1,5,5,5,5,62,2246,1675
13672,86,6,2,9,2,1,5,2,1,0,3,8,60,2597,20
96547,4,448,21,125,52,101,62,0,7,6,8,2,40,2196,747
79205,73,504,23,117,179,28,44,1,6,5,4,4,45,2828,851
56559,46,226,22,133,41,31,31,3,4,3,8,4,45,2710,453
32644,38,239,3,141,0,7,23,4,7,1,6,8,47,2688,390
67506,73,90,38,67,33,36,67,1,4,1,6,3,40,2337,264
24206,66,7,2,8,3,2,3,1,1,0,3,6,50,2637,22
28420,36,4,2,5,2,0,0,1,1,0,2,6,53,2346,13
22979,29,16,17,19,20,21,22,3,3,2,2,8,50,2820,93
33279,29,10,3,3,0,0,0,1,0,0,3,3,54,2176,16
46423,6,68,0,16,0,0,8,3,2,0,4,7,48,2443,84
30368,97,35,0,13,2,0,2,2,2,0,3,8,43,2393,50
63684,61,575,80,428,208,93,80,3,8,4,8,5,50,2739,1384
41638,68,315,0,31,4,0,91,4,5,5,3,8,56,2660,350
68805,73,182,2,49,17,13,20,1,3,1,7,2,61,2444,263
65814,90,561,14,113,10,14,35,3,8,2,10,5,54,2278,712
71964,81,587,51,932,180,34,86,1,5,6,5,3,62,2564,1784
39146,1,94,1,33,13,12,12,3,4,0,4,8,34,2659,153
96876,79,908,43,735,40,194,21,1,7,7,9,2,43,2486,1920
34445,92,228,122,122,208,129,30,6,11,2,8,9,39,2677,809
68281,31,995,112,417,42,48,41,1,2,9,13,5,62,2850,1614
37284,46,11,1,2,2,1,6,1,0,0,3,6,45,2616,17
36790,14,3,3,14,15,21,10,1,2,1,2,9,37,2644,56
27943,89,12,1,16,4,1,3,3,2,0,3,8,53,2599,34
22263,31,17,0,2,0,0,2,2,1,0,3,6,69,2250,19
30261,75,8,0,5,0,3,6,1,0,0,3,8,48,2801,16
28587,42,22,4,17,12,10,13,3,2,0,4,6,42,2296,65
43815,53,14,10,29,4,7,15,1,2,0,3,6,38,2609,64
48195,53,106,27,68,52,7,5,6,4,2,5,6,64,2318,260
77027,23,820,57,242,45,0,11,2,8,3,6,4,68,2303,1164
71322,57,753,43,226,69,10,204,2,8,5,13,4,55,2657,1101
32765,49,13,3,17,7,3,3,2,2,0,4,5,41,2285,43
29672,6,9,1,3,0,4,8,1,0,0,3,6,55,2633,17
23272,29,19,3,6,4,2,12,1,1,0,3,4,67,2414,34
49912,5,520,8,223,32,49,42,4,10,5,7,8,71,2819,832
7500,98,5,17,17,13,14,34,4,2,1,3,9,35,2856,66
68117,80,618,44,215,0,17,36,2,11,8,4,6,73,2635,894
67225,4,315,35,322,46,7,143,3,7,2,11,5,65,2374,725
17649,70,15,1,23,0,5,1,3,3,0,3,8,44,2388,44
55914,32,384,60,364,119,101,232,4,11,6,8,7,45,2585,1028
40059,82,110,29,92,28,10,145,1,6,2,3,8,36,2433,269
60905,27,208,17,76,36,17,38,2,3,3,7,2,70,2365,354
75330,94,555,82,257,93,61,61,4,10,3,12,6,43,2792,1048
60689,23,240,90,216,63,6,24,4,4,4,10,3,69,2552,615
38680,97,11,0,36,15,5,12,1,2,0,3,7,36,2617,67
61416,25,848,154,323,201,61,78,1,10,3,10,6,38,2665,1587
